15:45:26.313041 ARP, Request who-has 192.168.48.128 (Broadcast) tell 192.168.48.131, length 46
15:45:26.314163 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
15:45:26.509918 IP 192.168.48.131.41718 > 192.168.48.2.domain: 21689+ PTR? 128.48.168.192.in-addr.arpa. (45)
15:45:26.516143 IP 192.168.48.2.domain > 192.168.48.131.41718: 21689 NXDomain 0/1/0 (113)
15:45:26.530371 IP 192.168.48.131.59445 > 192.168.48.128.1025: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:32.956520 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 137160, win 64240, length 0
15:45:32.956888 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 140080, win 64240, length 0
15:45:32.957237 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 143000, win 64240, length 0
15:45:32.957412 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 145920, win 61320, length 0
15:45:32.957566 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 148840, win 58400, length 0
15:45:32.960034 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 148840:150300, ack 1225, win 64240, length 1460
15:45:32.962933 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 150300:166360, ack 1225, win 64240, length 16060
15:45:32.965149 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 166360:167820, ack 1225, win 64240, length 1460
15:45:32.968504 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 167820:185340, ack 1225, win 64240, length 17520
15:45:32.968672 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 185340:189720, ack 1225, win 64240, length 4380
15:45:32.969582 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 151760, win 55480, length 0
15:45:32.969739 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 154680, win 52560, length 0
15:45:32.969996 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 157600, win 49640, length 0
15:45:32.970163 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 160520, win 46720, length 0
15:45:32.970640 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 189720:199940, ack 1225, win 64240, length 10220
15:45:32.970837 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 163440, win 43800, length 0
15:45:32.971083 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 166360, win 40880, length 0
15:45:32.974908 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 169280, win 37960, length 0
15:45:32.975268 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 172200, win 35040, length 0
15:45:32.975409 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 175120, win 32120, length 0
15:45:32.975556 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 178040, win 29200, length 0
15:45:32.975842 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 180960, win 26280, length 0
15:45:32.975995 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 183880, win 23360, length 0
15:45:32.976138 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 186800, win 20440, length 0
15:45:32.976415 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 189720, win 17520, length 0
15:45:32.976618 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 192640, win 14600, length 0
15:45:32.976895 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 195560, win 11680, length 0
15:45:32.977043 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 198480, win 8760, length 0
15:45:32.980076 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 199940:202860, ack 1225, win 64240, length 2920
15:45:32.982408 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 202860:207240, ack 1225, win 64240, length 4380
15:45:33.028486 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 199940, win 11060, length 0
15:45:33.028995 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 207240:211000, ack 1225, win 64240, length 3760
15:45:33.029785 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 211000, win 0, length 0
15:45:33.030029 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [.], seq 211000:211001, ack 1225, win 64240, length 1
15:45:33.030350 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 211000, win 0, length 0
15:45:33.030823 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 211000, win 53180, length 0
15:45:33.031444 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 211000:264180, ack 1225, win 64240, length 53180
15:45:33.034126 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 264180, win 0, length 0
15:45:33.034376 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [.], seq 264180:264181, ack 1225, win 64240, length 1
15:45:33.034797 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 264180, win 0, length 0
15:45:33.035438 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 264180, win 11060, length 0
15:45:33.035778 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 264180:275240, ack 1225, win 64240, length 11060
15:45:33.036221 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 275240, win 53180, length 0
15:45:33.036863 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 275240:328420, ack 1225, win 64240, length 53180
15:45:33.038133 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 278160, win 50260, length 0
15:45:33.038226 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 281080, win 47340, length 0
15:45:33.038262 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 284000, win 44420, length 0
15:45:33.038293 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 286920, win 41500, length 0
15:45:33.038478 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 289840, win 38580, length 0
15:45:33.038593 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 292760, win 35660, length 0
15:45:33.038725 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 295680, win 32740, length 0
15:45:33.038857 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 298600, win 29820, length 0
15:45:33.038924 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 301520, win 26900, length 0
15:45:33.039066 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 304440, win 23980, length 0
15:45:33.039182 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 307360, win 21060, length 0
15:45:33.039331 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 310280, win 18140, length 0
15:45:33.039452 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 313200, win 15220, length 0
15:45:33.039569 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 316120, win 12300, length 0
15:45:33.039687 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 319040, win 9380, length 0
15:45:33.039849 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 321960, win 6460, length 0
15:45:33.039945 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 324880, win 3540, length 0
15:45:33.040069 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 327800, win 620, length 0
15:45:33.040475 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 328420, win 11060, length 0
15:45:33.040733 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 328420:331133, ack 1225, win 64240, length 2713
15:45:33.041118 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 331133, win 8347, length 0
15:45:33.041683 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 331133, win 61527, length 0
15:45:33.042306 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 331133, win 64240, length 0
15:45:33.242110 IP 192.168.48.128.1026 > 192.168.48.2.domain: 17+ A? a4.bing.com. (29)
15:45:33.242196 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [P.], seq 4196:4911, ack 1742890, win 64240, length 715
15:45:33.242917 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [.], ack 4911, win 64240, length 0
15:45:33.246170 IP 192.168.48.2.domain > 192.168.48.128.1026: 17 4/9/9 CNAME akam.bing.com., CNAME a134.lm.akamai.net., A 128.226.20.104, A 128.226.20.105 (439)
15:45:33.248329 IP 192.168.48.128.1121 > 128.226.20.104.http: Flags [S], seq 4113931861, win 64240, options [mss 1460,nop,nop,sackOK], length 0
15:45:33.250606 IP 128.226.20.104.http > 192.168.48.128.1121: Flags [S.], seq 1640908174, ack 4113931862, win 64240, options [mss 1460], length 0
15:45:33.251003 IP 192.168.48.128.1121 > 128.226.20.104.http: Flags [.], ack 1, win 64240, length 0
15:45:33.251514 IP 192.168.48.128.1121 > 128.226.20.104.http: Flags [P.], seq 1:788, ack 1, win 64240, length 787
15:45:33.251864 IP 128.226.20.104.http > 192.168.48.128.1121: Flags [.], ack 788, win 64240, length 0
15:45:33.274974 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1742890:1743129, ack 4911, win 64240, length 239
15:45:33.316245 IP 128.226.20.104.http > 192.168.48.128.1121: Flags [P.], seq 1:618, ack 788, win 64240, length 617
15:45:33.317243 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [P.], seq 1225:2104, ack 331133, win 64240, length 879
15:45:33.317724 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [.], ack 2104, win 64240, length 0
15:45:33.346594 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 331133:331372, ack 2104, win 64240, length 239
15:45:33.375161 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1742890:1743129, ack 4911, win 64240, length 239
15:45:33.375839 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1743129, win 64001, length 0
15:45:33.415959 IP 128.226.20.104.http > 192.168.48.128.1121: Flags [P.], seq 1:618, ack 788, win 64240, length 617
15:45:33.416225 IP 192.168.48.128.1121 > 128.226.20.104.http: Flags [.], ack 618, win 63623, length 0
15:45:33.446507 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 331133:331372, ack 2104, win 64240, length 239
15:45:33.446769 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 331372, win 64001, length 0
15:45:33.555441 IP 192.168.48.131.59445 > 192.168.48.128.16018: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.555712 IP 192.168.48.128.16018 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.556084 IP 192.168.48.131.59445 > 192.168.48.128.30718: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.556334 IP 192.168.48.128.30718 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.556476 IP 192.168.48.131.59445 > 192.168.48.128.6692: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.556688 IP 192.168.48.128.6692 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.556985 IP 192.168.48.131.59445 > 192.168.48.128.27353: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.557244 IP 192.168.48.128.27353 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.557382 IP 192.168.48.131.59445 > 192.168.48.128.2500: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.557597 IP 192.168.48.128.2500 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.557834 IP 192.168.48.131.59445 > 192.168.48.128.10001: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.558062 IP 192.168.48.128.10001 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.558198 IP 192.168.48.131.59445 > 192.168.48.128.8654: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.558396 IP 192.168.48.128.8654 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.558647 IP 192.168.48.131.59445 > 192.168.48.128.26: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.558867 IP 192.168.48.128.26 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.559016 IP 192.168.48.131.59445 > 192.168.48.128.2557: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.559229 IP 192.168.48.128.2557 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.559461 IP 192.168.48.131.59445 > 192.168.48.128.1038: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.559726 IP 192.168.48.128.1038 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.559975 IP 192.168.48.131.59445 > 192.168.48.128.9207: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.560218 IP 192.168.48.128.9207 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.560351 IP 192.168.48.131.59445 > 192.168.48.128.8090: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.560598 IP 192.168.48.128.8090 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.560902 IP 192.168.48.131.59445 > 192.168.48.128.1840: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.561154 IP 192.168.48.128.1840 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.561291 IP 192.168.48.131.59445 > 192.168.48.128.705: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.561495 IP 192.168.48.128.705 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.561742 IP 192.168.48.131.59445 > 192.168.48.128.44501: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.561960 IP 192.168.48.128.44501 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.562183 IP 192.168.48.131.59445 > 192.168.48.128.1259: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.562405 IP 192.168.48.128.1259 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.562576 IP 192.168.48.131.59445 > 192.168.48.128.pop2: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.562789 IP 192.168.48.128.pop2 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.563004 IP 192.168.48.131.59445 > 192.168.48.128.9503: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.563242 IP 192.168.48.128.9503 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.563450 IP 192.168.48.131.59445 > 192.168.48.128.458: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.563678 IP 192.168.48.128.458 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.563902 IP 192.168.48.131.59445 > 192.168.48.128.12000: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.564136 IP 192.168.48.128.12000 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.564370 IP 192.168.48.131.59445 > 192.168.48.128.1007: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.564796 IP 192.168.48.128.1007 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.565346 IP 192.168.48.131.59445 > 192.168.48.128.3869: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.565773 IP 192.168.48.128.3869 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.566057 IP 192.168.48.131.59445 > 192.168.48.128.1049: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.566294 IP 192.168.48.128.1049 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.566428 IP 192.168.48.131.59445 > 192.168.48.128.1310: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.566644 IP 192.168.48.128.1310 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.566884 IP 192.168.48.131.59445 > 192.168.48.128.3011: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.567267 IP 192.168.48.128.3011 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.567430 IP 192.168.48.131.59445 > 192.168.48.128.8600: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.567663 IP 192.168.48.128.8600 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.567894 IP 192.168.48.131.59445 > 192.168.48.128.9040: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.568137 IP 192.168.48.128.9040 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.568273 IP 192.168.48.131.59445 > 192.168.48.128.259: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.568468 IP 192.168.48.128.259 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.568722 IP 192.168.48.131.59445 > 192.168.48.128.3918: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.568944 IP 192.168.48.128.3918 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.569219 IP 192.168.48.131.59445 > 192.168.48.128.1500: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.569449 IP 192.168.48.128.1500 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.569644 IP 192.168.48.131.59445 > 192.168.48.128.imsp: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.569850 IP 192.168.48.128.imsp > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.570086 IP 192.168.48.131.59445 > 192.168.48.128.6789: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.570308 IP 192.168.48.128.6789 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.570554 IP 192.168.48.131.59445 > 192.168.48.128.2009: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.570777 IP 192.168.48.128.2009 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.570903 IP 192.168.48.131.59445 > 192.168.48.128.1074: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.571108 IP 192.168.48.128.1074 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.571341 IP 192.168.48.131.59445 > 192.168.48.128.1100: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.571575 IP 192.168.48.128.1100 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.571790 IP 192.168.48.131.59445 > 192.168.48.128.50389: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.572012 IP 192.168.48.128.50389 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.572147 IP 192.168.48.131.59445 > 192.168.48.128.sip-tls: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.572382 IP 192.168.48.128.sip-tls > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.572627 IP 192.168.48.131.59445 > 192.168.48.128.4006: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.572858 IP 192.168.48.128.4006 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:33.573147 IP 192.168.48.131.59445 > 192.168.48.128.13456: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:33.573381 IP 192.168.48.128.13456 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
