14:42:00.070514 ARP, Request who-has 192.168.48.128 (Broadcast) tell 192.168.48.131, length 46
14:42:00.074408 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
14:42:00.272869 IP 192.168.48.131.51378 > 192.168.48.2.domain: 60185+ PTR? 128.48.168.192.in-addr.arpa. (45)
14:42:00.277665 IP 192.168.48.2.domain > 192.168.48.131.51378: 60185 NXDomain 0/1/0 (113)
14:42:00.366479 ARP, Request who-has 192.168.48.128 tell 192.168.48.131, length 46
14:42:00.366738 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
14:42:00.367094 IP 192.168.48.131.59705 > 192.168.48.128.1723: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.568152 IP 192.168.48.131.59705 > 192.168.48.128.1186: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.568325 IP 192.168.48.131.59705 > 192.168.48.128.1169: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.568469 IP 192.168.48.131.59705 > 192.168.48.128.50636: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.568598 IP 192.168.48.131.59705 > 192.168.48.128.3261: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.568954 IP 192.168.48.128.1186 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.569038 IP 192.168.48.128.1169 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.569309 IP 192.168.48.128.50636 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.569636 IP 192.168.48.128.3261 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.787051 IP 192.168.48.128.1026 > 192.168.48.2.domain: 11+ A? a4.bing.com. (29)
14:42:06.788201 IP 192.168.48.128.1100 > 204.79.197.200.http: Flags [P.], seq 1159:1765, ack 8935, win 64240, length 606
14:42:06.788558 IP 204.79.197.200.http > 192.168.48.128.1100: Flags [.], ack 1765, win 64240, length 0
14:42:06.801627 IP 192.168.48.2.domain > 192.168.48.128.1026: 11 4/9/9 CNAME akam.bing.com., CNAME a134.lm.akamai.net., A 128.226.20.104, A 128.226.20.105 (439)
14:42:06.803453 IP 192.168.48.128.1101 > 128.226.20.104.http: Flags [S], seq 3278351012, win 64240, options [mss 1460,nop,nop,sackOK], length 0
14:42:06.808616 IP 128.226.20.104.http > 192.168.48.128.1101: Flags [S.], seq 1610623841, ack 3278351013, win 64240, options [mss 1460], length 0
14:42:06.809010 IP 192.168.48.128.1101 > 128.226.20.104.http: Flags [.], ack 1, win 64240, length 0
14:42:06.809498 IP 192.168.48.128.1101 > 128.226.20.104.http: Flags [P.], seq 1:785, ack 1, win 64240, length 784
14:42:06.809817 IP 128.226.20.104.http > 192.168.48.128.1101: Flags [.], ack 785, win 64240, length 0
14:42:06.814557 IP 204.79.197.200.http > 192.168.48.128.1100: Flags [P.], seq 8935:13234, ack 1765, win 64240, length 4299
14:42:06.814971 IP 192.168.48.128.1100 > 204.79.197.200.http: Flags [.], ack 11855, win 64240, length 0
14:42:06.817939 IP 192.168.48.131.59705 > 192.168.48.128.iprop: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.818406 IP 192.168.48.131.59705 > 192.168.48.128.1026: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.818474 IP 192.168.48.128.iprop > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.818564 IP 192.168.48.131.59705 > 192.168.48.128.7402: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.818722 IP 192.168.48.131.59705 > 192.168.48.128.qotd: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.818863 IP 192.168.48.131.59705 > 192.168.48.128.5902: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.819195 IP 192.168.48.128.1026 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.819271 IP 192.168.48.128.7402 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.819529 IP 192.168.48.128.qotd > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.819842 IP 192.168.48.128.5902 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.855885 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [P.], seq 1241:1859, ack 693583, win 64240, length 618
14:42:06.856274 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [.], ack 1859, win 64240, length 0
14:42:06.877123 IP 128.226.20.104.http > 192.168.48.128.1101: Flags [P.], seq 1:618, ack 785, win 64240, length 617
14:42:06.878474 IP 192.168.48.128.1100 > 204.79.197.200.http: Flags [P.], seq 1765:2641, ack 13234, win 62861, length 876
14:42:06.878921 IP 204.79.197.200.http > 192.168.48.128.1100: Flags [.], ack 2641, win 64240, length 0
14:42:06.883455 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 693583:709643, ack 1859, win 64240, length 16060
14:42:06.884106 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 709643:711103, ack 1859, win 64240, length 1460
14:42:06.884653 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 711103:715483, ack 1859, win 64240, length 4380
14:42:06.886340 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 715483:728623, ack 1859, win 64240, length 13140
14:42:06.887146 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 728623:733003, ack 1859, win 64240, length 4380
14:42:06.888249 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 696503, win 64240, length 0
14:42:06.888610 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 699423, win 64240, length 0
14:42:06.888782 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 702343, win 64240, length 0
14:42:06.888970 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 705263, win 61320, length 0
14:42:06.889103 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 708183, win 58400, length 0
14:42:06.889292 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 711103, win 55480, length 0
14:42:06.889648 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 714023, win 52560, length 0
14:42:06.890007 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 733003:750523, ack 1859, win 64240, length 17520
14:42:06.890202 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 716943, win 49640, length 0
14:42:06.891048 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 750523:754903, ack 1859, win 64240, length 4380
14:42:06.891218 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 754903:759283, ack 1859, win 64240, length 4380
14:42:06.892842 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 759283:766583, ack 1859, win 64240, length 7300
14:42:06.893633 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 719863, win 46720, length 0
14:42:06.894329 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 722783, win 43800, length 0
14:42:06.894582 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 725703, win 40880, length 0
14:42:06.912638 IP 204.79.197.200.http > 192.168.48.128.1100: Flags [P.], seq 13234:13473, ack 2641, win 64240, length 239
14:42:06.917684 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 728623, win 37960, length 0
14:42:06.917995 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 731543, win 35040, length 0
14:42:06.918031 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 734463, win 32120, length 0
14:42:06.918078 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 737383, win 29200, length 0
14:42:06.918108 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 740303, win 26280, length 0
14:42:06.918289 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 743223, win 23360, length 0
14:42:06.918352 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 746143, win 20440, length 0
14:42:06.918510 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 749063, win 17520, length 0
14:42:06.918598 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 751983, win 14600, length 0
14:42:06.918734 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 754903, win 11680, length 0
14:42:06.918852 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 757823, win 8760, length 0
14:42:06.918966 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 760743, win 5840, length 0
14:42:06.919155 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 763663, win 2920, length 0
14:42:06.919364 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 766583, win 0, length 0
14:42:06.919546 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [.], seq 766583:766584, ack 1859, win 64240, length 1
14:42:06.921310 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 766583, win 0, length 0
14:42:06.921404 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 766583, win 3760, length 0
14:42:06.921434 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 766583, win 64240, length 0
14:42:06.922523 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 766583:830822, ack 1859, win 64240, length 64239
14:42:06.925213 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 769503, win 64240, length 0
14:42:06.925322 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 772423, win 64240, length 0
14:42:06.925880 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 830822:833742, ack 1859, win 64240, length 2920
14:42:06.925953 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 833742:836662, ack 1859, win 64240, length 2920
14:42:06.926021 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 775343, win 64240, length 0
14:42:06.926069 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 778263, win 61320, length 0
14:42:06.926097 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 781183, win 58400, length 0
14:42:06.926123 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 784103, win 55480, length 0
14:42:06.926544 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 836662:839582, ack 1859, win 64240, length 2920
14:42:06.926656 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 839582:839583, ack 1859, win 64240, length 1
14:42:06.927025 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 787023, win 52560, length 0
14:42:06.927510 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 789943, win 49640, length 0
14:42:06.927611 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 792863, win 46720, length 0
14:42:06.928296 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 795783, win 43800, length 0
14:42:06.928353 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 798703, win 40880, length 0
14:42:06.928381 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 801623, win 37960, length 0
14:42:06.928408 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 804543, win 35040, length 0
14:42:06.928439 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 807463, win 32120, length 0
14:42:06.928468 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 810383, win 29200, length 0
14:42:06.928497 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 813303, win 26280, length 0
14:42:06.928629 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 816223, win 23360, length 0
14:42:06.928794 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 819143, win 20440, length 0
14:42:06.928888 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 822063, win 17520, length 0
14:42:06.929005 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 824983, win 14600, length 0
14:42:06.929125 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 827903, win 11680, length 0
14:42:06.929317 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 830822, win 8761, length 0
14:42:06.929365 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 833742, win 5841, length 0
14:42:06.929479 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 836662, win 2921, length 0
14:42:06.929592 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 839582, win 1, length 0
14:42:06.971664 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 839583, win 3760, length 0
14:42:06.972080 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 839583:843343, ack 1859, win 64240, length 3760
14:42:06.972569 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 843343, win 0, length 0
14:42:06.972831 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [.], seq 843343:843344, ack 1859, win 64240, length 1
14:42:06.973006 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 843343, win 60480, length 0
14:42:06.973618 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 843343:903823, ack 1859, win 64240, length 60480
14:42:06.975077 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 844803, win 59020, length 0
14:42:06.975154 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 847723, win 56100, length 0
14:42:06.975188 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 850643, win 53180, length 0
14:42:06.975217 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 853563, win 50260, length 0
14:42:06.975246 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 856483, win 47340, length 0
14:42:06.975275 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 859403, win 44420, length 0
14:42:06.975453 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 862323, win 41500, length 0
14:42:06.975611 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 865243, win 38580, length 0
14:42:06.975731 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 868163, win 35660, length 0
14:42:06.975903 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 871083, win 32740, length 0
14:42:06.975971 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 874003, win 29820, length 0
14:42:06.976204 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 876923, win 26900, length 0
14:42:06.976433 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 879843, win 23980, length 0
14:42:06.976687 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 882763, win 21060, length 0
14:42:06.976869 IP 128.226.20.104.http > 192.168.48.128.1101: Flags [P.], seq 1:618, ack 785, win 64240, length 617
14:42:06.976966 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 885683, win 18140, length 0
14:42:06.977108 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 888603, win 15220, length 0
14:42:06.977219 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 891523, win 12300, length 0
14:42:06.977369 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 894443, win 9380, length 0
14:42:06.977663 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 897363, win 6460, length 0
14:42:06.977839 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 900283, win 3540, length 0
14:42:06.977948 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 903203, win 620, length 0
14:42:06.978091 IP 192.168.48.128.1101 > 128.226.20.104.http: Flags [.], ack 618, win 63623, length 0
14:42:06.978510 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 903823, win 3760, length 0
14:42:06.978697 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 903823:907583, ack 1859, win 64240, length 3760
14:42:06.979014 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 907583, win 60480, length 0
14:42:06.979615 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 907583:968063, ack 1859, win 64240, length 60480
14:42:06.981216 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 910503, win 57560, length 0
14:42:06.981321 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 913423, win 54640, length 0
14:42:06.981354 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 916343, win 51720, length 0
14:42:06.981385 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 919263, win 48800, length 0
14:42:06.981415 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 922183, win 45880, length 0
14:42:06.981444 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 925103, win 42960, length 0
14:42:06.981473 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 928023, win 40040, length 0
14:42:06.981503 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 930943, win 37120, length 0
14:42:06.981533 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 933863, win 34200, length 0
14:42:06.981562 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 936783, win 31280, length 0
14:42:06.982300 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 939703, win 28360, length 0
14:42:06.991777 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 942623, win 25440, length 0
14:42:06.992235 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 945543, win 22520, length 0
14:42:06.992501 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 948463, win 19600, length 0
14:42:06.992631 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 951383, win 16680, length 0
14:42:06.992746 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 954303, win 13760, length 0
14:42:06.993103 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 957223, win 10840, length 0
14:42:06.993190 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 960143, win 7920, length 0
14:42:06.993356 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 963063, win 5000, length 0
14:42:06.993478 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 965983, win 2080, length 0
14:42:06.993593 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 968063, win 0, length 0
14:42:06.993735 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [.], seq 968063:968064, ack 1859, win 64240, length 1
14:42:06.994167 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 968063, win 3760, length 0
14:42:06.994434 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 968063:971823, ack 1859, win 64240, length 3760
14:42:06.994787 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 969523, win 62780, length 0
14:42:06.995002 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 971823, win 60480, length 0
14:42:06.995374 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 971823:1020416, ack 1859, win 64240, length 48593
